subject,trial,feature,roi
43,111,"[0.11016180535393694, 0.13214399120239673, 0.4759205895004943, 0.10164889652819165, 0.9156108935105317, 0.2698377663806125, 0.3669807507811078, 0.5062289985788384, 0.7794675591018284, 0.20637577861489853, 0.8336372698508002, 0.5924685544146854, 0.26493525485145175]",eye
43,112,"[0.5833845903727054, 0.7407224906205687, 0.8837857769609996, 0.44245052337491986, 0.08795365681269673, 0.1751585755412165, 0.7270186689793524, 0.5382246886600505, 0.6040092030161923, 0.007469427301039611, 0.5117007763996002, 0.25208691517953996, 0.6613905715692783]",
43,113,"[0.6538194377382671, 0.6941538505783116, 0.5365589412153252, 0.5402047936297093, 0.861838913212882, 0.6069167675529525, 0.3379692539236794, 0.9344721395582247, 0.046100179797122554, 0.45746271301383434, 0.7018065368720312, 0.653063314556394, 0.6021421820971579]",eye
43,114,"[0.04347258737632298, 0.7378835701922948, 0.6570813013683734, 0.1273675998337025, 0.4212336717944505, 0.25370677109523665, 0.0969013609980176, 0.5206974667439943, 0.17033806467934665, 0.19144078623999472, 0.8708622329294273, 0.9598899098966069, 0.7825938406148106]",eye
43,115,"[0.9739109611914575, 0.5705567246652806, 0.4573810009881317, 0.663437810853011, 0.19989921392298338, 0.2246013578001479, 0.012531844979007833, 0.9114804313703921, 0.368576151898929, 0.5104487476609845, 0.6715187406252093, 0.3588152745458596, 0.7314627499202468]",eye
43,116,"[0.6540777470856084, 0.09956161032530708, 0.000341760312855266, 0.8723243071709843, 0.5277479298210928, 0.013816315215812058, 0.8323730382324764, 0.02123746678737959, 0.7674244516265645, 0.5726874272669523, 0.9439786739605407, 0.6654856876774569, 0.8013275816349875]",eye
43,117,"[0.5051298776784752, 0.18540049739323206, 0.9689509233925643, 0.1915530989074441, 0.38107234207723795, 0.935460724851286, 0.8265923352763149, 0.6072517387427122, 0.4895304500975528, 0.6239801631261584, 0.1936173664129267, 0.15017824756076115, 0.905940684207106]",eye
43,118,"[0.08913850585736793, 0.4591874639060759, 0.5241953902356741, 0.7808465693624261, 0.5859191032613261, 0.4891226251087505, 0.6271555581614265, 0.9855472093940749, 0.8815436126912155, 0.07261089570225698, 0.9882756892991905, 0.14249907396088057, 0.8396197827880466]",
43,119,"[0.7604771639335369, 0.1455611949717608, 0.5203984736857235, 0.09426122927351499, 0.7501056786439048, 0.22585110105684436, 0.48275308372394354, 0.6979219309751419, 0.5492838088444151, 0.975869669596895, 0.08186239290787134, 0.2663089778028801, 0.8305153139905218]",eye
43,120,"[0.2042807309382988, 0.7270312003814003, 0.029037211285785736, 0.6266330651411625, 0.1458727873138861, 0.02755886174135147, 0.6365159717585595, 0.22711351354130205, 0.37696294479374903, 0.035298137029412424, 0.37575028848124503, 0.6060373606518616, 0.5058423971196745]",mouth
43,121,"[0.5440554494157149, 0.29720345219610034, 0.8704953145640926, 0.1343737810055481, 0.7991012156896293, 0.87676697050752, 0.5494049432147909, 0.9129037911457208, 0.8056765790877091, 0.9653732648893905, 0.3845538399580476, 0.30670709738296986, 0.5814965413332811]",
43,122,"[0.9536901515489764, 0.9343770616906876, 0.21478173343206752, 0.7979128239096176, 0.823858747304357, 0.8491127565504741, 0.6123106542779622, 0.31392289304566756, 0.14643460589196522, 0.5889431196793482, 0.49656290704148953, 0.3239947542676297, 0.9045263958827402]",eye
43,123,"[0.7966167054027189, 0.08198123276614577, 0.46753466424204915, 0.3888820951870049, 0.7075249100194458, 0.09143019824447063, 0.039957066531015384, 0.48306494180443316, 0.7607500499527896, 0.490679914718249, 0.8999170609281842, 0.6996787989838874, 0.9097799905088801]",
43,124,"[0.09088614982594201, 0.5400943142448015, 0.18310463731964954, 0.010295123182445298, 0.5052418964100912, 0.9579654231305839, 0.7278722435195322, 0.6227256987810901, 0.7120091214132264, 0.7302489820453281, 0.7250784369969785, 0.17396417855961244, 0.2672039440236401]",eye
43,125,"[0.8780959679290828, 0.6267833392555878, 0.7613617513257597, 0.23453223532276823, 0.5050104365410113, 0.21355586125483783, 0.2718090379516561, 0.34956236190774304, 0.9629463858003338, 0.577655373744965, 0.21437805073354965, 0.9692631427500293, 0.6477029210516927]",
43,126,"[0.8680627914851746, 0.5239084507531269, 0.23696527466447936, 0.7735057041899405, 0.685867196457377, 0.47918870663984625, 0.5677573636185405, 0.8576676362817155, 0.9116547433922082, 0.891969423356622, 0.22294112413548672, 0.5851554127601795, 0.5431820320008975]",
43,127,"[0.7455141495626374, 0.4136330283666527, 0.029959546720039865, 0.05469491087064704, 0.7534018880900243, 0.5143603422350234, 0.0032241643256787356, 0.9399944598825114, 0.3375734641405568, 0.9765178219741127, 0.32073706344852404, 0.9927277040043937, 0.5326999909734994]",mouth
43,128,"[0.16372379046196062, 0.2455802482606234, 0.8610632018500063, 0.7783637495260043, 0.7075829714218955, 0.9496012387606821, 0.019637327422039497, 0.5258198741946167, 0.12553404706395588, 0.2890738090519931, 0.20454642211759733, 0.11328326950576462, 0.48452884001037044]",mouth
43,129,"[0.29002166843883304, 0.845455176963548, 0.4388340533392501, 0.3866864974779832, 0.13289240363011623, 0.9177454682161901, 0.8004542397476961, 0.044457307972007976, 0.009699245470264906, 0.0873922587657826, 0.8547382782612195, 0.8235796423450167, 0.9929947389701126]",
43,130,"[0.6890860446661277, 0.5935110281689719, 0.9185755116135, 0.006865151943150627, 0.08540091457078225, 0.6323849367379958, 0.18683250341433977, 0.3093836236692885, 0.7990140890369063, 0.2396328114145443, 0.13729242120547935, 0.48770145960452893, 0.20253586450447203]",mouth
43,131,"[0.613320378281152, 0.17220068277214384, 0.5698542806560176, 0.00016742895446253403, 0.13783280582613688, 0.6193082161113975, 0.8994082094512102, 0.30509208177045233, 0.2042398818436736, 0.5965024506384731, 0.32277766043103606, 0.5567426741632201, 0.006634781423165315]",
43,132,"[0.03243844413627861, 0.3426888687422245, 0.14380646701999134, 0.7593337937487796, 0.5489429985857115, 0.3366916695006609, 0.7626477599356505, 0.19243390999097987, 0.2876361938987647, 0.629518959883927, 0.7370995571943334, 0.2082163792386551, 0.5802550344868281]",eye
43,133,"[0.6607815148574978, 0.5812482616949439, 0.6830223906789614, 0.24774531684794632, 0.21392931064127285, 0.275231453856457, 0.3695015132929985, 0.31250678377884067, 0.816514280497091, 0.9970918273007678, 0.5387654258503518, 0.6170701513335024, 0.6202860526396992]",eye
43,134,"[0.5779920325903237, 0.10109951364220171, 0.2283713604768246, 0.6643089333694082, 0.8153347859432065, 0.22980908003130973, 0.04333259756429764, 0.33291958240394626, 0.49337495452016755, 0.07305720943188965, 0.6652557598559111, 0.9852550908121895, 0.9660418657060997]",
43,135,"[0.47737581578188215, 0.3356379433403419, 0.7842764309398456, 0.5358974744781396, 0.05974174225792628, 0.24142724444149932, 0.38284573409395073, 0.9945396037467007, 0.7231011297911065, 0.5252394538045947, 0.12938172148861682, 0.6855296885460479, 0.020501393187712047]",
43,136,"[0.02687871842910261, 0.5275242525398159, 0.11654077836510002, 0.8945105590916543, 0.11196734074606352, 0.9964760114296166, 0.812554808400002, 0.22439711430338494, 0.24894438928046847, 0.302451068450694, 0.19697621005728128, 0.2405341877949938, 0.4164607897208036]",
43,137,"[0.3321127124122232, 0.7125364604656546, 0.2109944499119728, 0.2874593765780654, 0.7408548462243594, 0.16843222824195847, 0.32461708645102394, 0.9367877862725591, 0.7672037823401235, 0.684371318604621, 0.02352720884970294, 0.3700163667170818, 0.041579854664932636]",eye
43,138,"[0.9817088533979634, 0.2585421965725747, 0.3888989435511543, 0.2754575805453807, 0.3980789220143416, 0.3523295348132157, 0.7814533930450115, 0.5628292179410997, 0.29366010490032024, 0.5315385769850348, 0.9297189234850586, 0.6702404457593427, 0.19795878445009152]",eye
43,139,"[0.9467328910752382, 0.8745346279084304, 0.7970606739509533, 0.838989723450079, 0.4691503756181542, 0.29849665338889897, 0.24295182573949448, 0.7797725481331729, 0.9042170298114245, 0.5642072941226427, 0.7879520390148975, 0.6980282603119231, 0.043058932259229965]",mouth
43,140,"[0.4922446159153283, 0.8222967347301879, 0.6975087377513558, 0.9832282066991576, 0.4159257383135808, 0.7243269160880093, 0.14949594847330216, 0.6331916167585401, 0.585407485765334, 0.45498096055738346, 0.10292134630213878, 0.045000400110632444, 0.5669435429043617]",mouth
43,141,"[0.9533864452780832, 0.17286187754722848, 0.46680741473284837, 0.9658412110963247, 0.6310122338945571, 0.5701613917917449, 0.659699068832362, 0.8022966059361473, 0.07839834017865033, 0.12885796532262495, 0.2734055778264246, 0.20832519523105542, 0.1868430321536616]",mouth
43,142,"[0.019438660837005073, 0.18888785030849808, 0.6289587623193159, 0.4726674215280512, 0.7600841202414297, 0.3033722938720498, 0.7941097033465716, 0.9319179415521528, 0.22050547312179292, 0.7671931781533157, 0.06668775610339694, 0.4987382972213604, 0.24090788200212876]",mouth
43,143,"[0.07125482644900227, 0.27945125105490165, 0.06220021554799349, 0.5228434095475482, 0.966073811494038, 0.022010092718938834, 0.3383148419818137, 0.5390367796015326, 0.989710926248459, 0.04960655423063276, 0.45995634130813623, 0.7622014199965041, 0.7587838390907801]",eye
43,144,"[0.2391336907347894, 0.4093719403179418, 0.6089427500471252, 0.07716334342932207, 0.16306061025701346, 0.19025389160877282, 0.8748280823246999, 0.2580979876922451, 0.6537678285891653, 0.5557391252614816, 0.03185906426461593, 0.6900481931678165, 0.31025435462656126]",eye
43,145,"[0.8268233373723154, 0.40128724032031693, 0.6811340072871316, 0.4260018439798404, 0.9640253230466215, 0.6137887284887257, 0.9985447543190077, 0.9233832426640648, 0.3242080092956857, 0.2807783540682397, 0.8764588212224265, 0.6970221603493028, 0.7798459293665808]",eye
43,146,"[0.7839204793109266, 0.03520049716556772, 0.9437350019511421, 0.38736726842280533, 0.6506704398709824, 0.4194854775724123, 0.8894791032267345, 0.062289212881041056, 0.6029323195103325, 0.24190511241227886, 0.022407032756640022, 0.6476851028796808, 0.34944104246552565]",eye
43,147,"[0.41554374473589095, 0.8021972567390564, 0.6084072974309302, 0.5322644300060586, 0.3255151458883023, 0.8497912131221328, 0.29986657483265244, 0.7860410528024804, 0.775864798971185, 0.5254974817759008, 0.9146922952298042, 0.08269663082719514, 0.36541104720262507]",eye
43,148,"[0.02892682820139858, 0.4950552724361462, 0.8160200224162852, 0.7117205308774255, 0.3866997765289997, 0.7313031931691514, 0.9300660159109891, 0.6631047886853964, 0.637080943176767, 0.009257086568969397, 0.8066895263786032, 0.30587851292930635, 0.5479572934937034]",mouth
43,149,"[0.49748647475292773, 0.875301345999191, 0.9891505648249042, 0.06838548908551167, 0.6322520013601424, 0.9563162491106546, 0.022532015169416608, 0.8329690401142452, 0.9266406814603363, 0.4071519191904819, 0.046463602874953325, 0.3545790035974069, 0.5920751136969196]",mouth
43,150,"[0.542955602847018, 0.2851977686120598, 0.980953140920713, 0.5986101177688228, 0.273385781509078, 0.3647112845169469, 0.05016329034773015, 0.27378949546344167, 0.8579724741869338, 0.4551961555365793, 0.3237183812081099, 0.6959178156982248, 0.11823747277681129]",eye
43,151,"[0.163499173253846, 0.9574662303411146, 0.8601937287649553, 0.6538336404649449, 0.10791122363994632, 0.7764934027432342, 0.6416144444041132, 0.8776378028357615, 0.7737958721066258, 0.5823611923569613, 0.32908735988056337, 0.24193918859157593, 0.2671274919866]",mouth
43,152,"[0.8119393214787993, 0.6986022495671178, 0.09093511942102561, 0.10947869506766328, 0.40663153163410914, 0.6427767160393539, 0.36256090888317993, 0.9851702417463939, 0.9209571401824428, 0.14070876266388765, 0.7469812853779143, 0.9759004758379288, 0.2978928811018704]",
43,153,"[0.4354748834056673, 0.8761398422271137, 0.8060616174758904, 0.06072083375604087, 0.696641536171762, 0.04150417169655385, 0.8186853993303648, 0.8641581158233335, 0.5749603858496588, 0.21026752455141984, 0.1787640691422373, 0.7696135113521254, 0.09831002996440175]",eye
43,154,"[0.9853368893440185, 0.04376671026228529, 0.10783302792623772, 0.986171085170744, 0.8490201431268763, 0.8942190038278759, 0.22126238929078246, 0.22468524398707546, 0.9053630441240702, 0.763091771429668, 0.17006482688185087, 0.33949403113075116, 0.9440354423288064]",mouth
43,155,"[0.2644598728149419, 0.05932078791881046, 0.7332512877836339, 0.34619070432661625, 0.5034240183955925, 0.2389786712987677, 0.4819448838488608, 0.4460397967355142, 0.5011034144980476, 0.9301753565977051, 0.21705579030322697, 0.1796327448074293, 0.867318254790999]",
43,156,"[0.892292013230068, 0.48820330968034753, 0.44488942274399745, 0.4056903100891809, 0.4329378800769291, 0.37166196794719497, 0.8441648526937334, 0.7696606131136209, 0.7609420005802491, 0.8607240562657089, 0.15780478374424833, 0.19004015394797524, 0.4283967278554528]",mouth
43,157,"[0.6328993483072393, 0.3339433465607332, 0.9405248781534404, 0.8621009354689532, 0.1786628500954358, 0.6477470451931068, 0.6696320790058075, 0.7919113605316103, 0.35744769245888486, 0.09319259913804956, 0.21187160469670752, 0.9569286164517841, 0.1520666846632157]",mouth
43,158,"[0.47002326464378097, 0.8296097022050782, 0.36044602867179576, 0.1989110697029246, 0.4595385514816033, 0.44933024177484693, 0.7122485473326797, 0.5118331736729075, 0.2006034087303561, 0.06878806971091544, 0.8350920358570113, 0.15484518194613295, 0.9073051793704323]",
43,159,"[0.628147920945348, 0.8218103528834124, 0.8081629594250198, 0.36081609021017025, 0.7985481668821213, 0.15055771592689893, 0.9023142128880614, 0.1871944431503968, 0.4268850083573362, 0.47189184758758695, 0.6521695248096394, 0.47524834217690426, 0.8201522400786659]",mouth
43,160,"[0.9718558653763271, 0.9613917753491166, 0.7993585893634403, 0.467585803076385, 0.555422053721925, 0.13528072649445477, 0.8092033953480442, 0.4531416057236799, 0.15318587142004392, 0.3875249542214768, 0.4200606342751385, 0.6828252566782288, 0.9862412857832975]",mouth
44,1,"[0.649868859368806, 0.8154455584082033, 0.21207684959330664, 0.25284530633322744, 0.9180757983360477, 0.08487352016156391, 0.13027445310361419, 0.17879592969993408, 0.7205874183379009, 0.062043364150469626, 0.6487308233930031, 0.6269300077186071, 0.025005566198675333]",mouth
44,2,"[0.3326802038529604, 0.011854715239086655, 0.03687672343696058, 0.061956206858469254, 0.1261735191567841, 0.4361978341057321, 0.797300925498099, 0.8705849222302062, 0.6587225943915389, 0.41708384151104405, 0.32407349361450266, 0.4909120808221227, 0.7250173170538191]",mouth
44,3,"[0.17787119302216303, 0.8355192895466259, 0.1493432969606998, 0.9536725370868034, 0.8489229640205912, 0.36665103940152866, 0.8006629105576129, 0.6893508871364723, 0.5668929222255192, 0.27044976425082723, 0.5759892534261529, 0.20167537336102426, 0.6916057609434704]",
44,4,"[0.35545056156776056, 0.2439328357240207, 0.008632736262848328, 0.4452044291474475, 0.3218464046362508, 0.9779517535121464, 0.3959074356874157, 0.694876896267159, 0.527332150419895, 0.5599880004092237, 0.6717611403464802, 0.6720240639172222, 0.6794150022253165]",eye
44,5,"[0.2097206440610695, 0.8124429208506679, 0.9897568466900836, 0.39356340297664794, 0.07852185311218052, 0.15274262736388222, 0.9585371314248721, 0.8072118385435376, 0.2553763387265362, 0.888304881067725, 0.435799658205994, 0.6302355832477307, 0.7710178353903382]",mouth
44,6,"[0.2730183616634688, 0.8453866220105422, 0.381593156424648, 0.6230672730888147, 0.47846685860962623, 0.04483179666454573, 0.5736204805139458, 0.24246070332291925, 0.39266023499973024, 0.6530825868722641, 0.12621732445013056, 0.9873762814502204, 0.002538183362904234]",eye
44,7,"[0.4910369396846106, 0.8381038903109975, 0.30892041025129846, 0.27481409183221694, 0.634354464916195, 0.681001354199907, 0.9089263090777104, 0.5483426869326471, 0.6878019743078806, 0.8424635446517563, 0.2334821739281503, 0.5521574911670329, 0.18675477397737839]",
44,8,"[0.3852767236522021, 0.5134620156014968, 0.32991400380066616, 0.6025338713296498, 0.8833372144547748, 0.5378584232040041, 0.7089382926743153, 0.9960133591436136, 0.7706968937274293, 0.020374324689061862, 0.3249711287162407, 0.5914987542148813, 0.019685893866439375]",
44,9,"[0.8486130718166455, 0.8763126896375517, 0.003527562382424687, 0.838696708417022, 0.9290680561526897, 0.23630549194606998, 0.10944662457995902, 0.2615405874139921, 0.6277469383784342, 0.8296769014316203, 0.5090133839627682, 0.44482558634448977, 0.7980800459678871]",eye
44,10,"[0.1482111182909417, 0.04870226170096703, 0.17952344007337706, 0.10623625275288195, 0.8800098518827593, 0.6167505500556146, 0.8075787969768261, 0.07707181225031812, 0.26532135862603, 0.3281867610425413, 0.21265772888510603, 0.9094948424390426, 0.9997104846188867]",
44,11,"[0.1814520866462317, 0.7493028625244865, 0.3040465779092304, 0.5613990098961132, 0.6323715238947907, 0.5072679516127278, 0.30045549738516875, 0.11422679909458822, 0.5461239061728037, 0.952095566833504, 0.14242656291088895, 0.46773035551665043, 0.023298508429190234]",eye
44,12,"[0.8501316649566436, 0.6246488139036569, 0.6744615890283475, 0.21037542902828688, 0.5809998205628383, 0.4160742772490946, 0.6346624728769761, 0.9842838427367568, 0.25128220782455224, 0.4254839515226788, 0.46372429823050576, 0.5814264221487937, 0.29769621257240997]",
44,13,"[0.20640607608586603, 0.5098795598630638, 0.4495408176152188, 0.4180054229748179, 0.05469231126584995, 0.35610493603899807, 0.8621267343426335, 0.7658876873461338, 0.5315155542881724, 0.8999545799467282, 0.45342851058789535, 0.3232895157233209, 0.5133276362034265]",eye
44,14,"[0.006929523318985331, 0.25236185776873954, 0.31261842590466926, 0.2798174666516552, 0.0715627976769948, 0.06632348805439325, 0.11757400587802924, 0.8198771639296701, 0.9589533960914649, 0.4332646019099128, 0.2618395566770375, 0.24613626792918986, 0.2500213716199453]",
44,15,"[0.31765746990031296, 0.688938418379252, 0.07212749240437644, 0.9520831660501361, 0.3772309066097903, 0.07983071461736013, 0.06567737037429133, 0.13638199149586794, 0.987198536486335, 0.7106456438706145, 0.7645292804301813, 0.2864077522617253, 0.24245392349490602]",mouth
44,16,"[0.7786212177071574, 0.34496696808256666, 0.16263860753440973, 0.5741512578742877, 0.7305115968012554, 0.16658999630733418, 0.41284813680120935, 0.09074011851238306, 0.7380053517503423, 0.8378655596407124, 0.5944088599984428, 0.014457055087704007, 0.7098865682618576]",mouth
44,17,"[0.8933742766872034, 0.7790104653203211, 0.08411919702258464, 0.43302792029275705, 0.6790169411239335, 0.48935959129024964, 0.4123436870416104, 0.24858528282640624, 0.7158132618362621, 0.727584885617382, 0.30659942894396874, 0.39989454307902383, 0.08265886850196247]",
44,18,"[0.14650406076702338, 0.22215761204686635, 0.5605514440852095, 0.7136841310591648, 0.5994656702157287, 0.5209008948406536, 0.15462515368037866, 0.6270961139458738, 0.02470791622847157, 0.011918722180581987, 0.4654002760896663, 0.41349154288332046, 0.6497382773198451]",
44,19,"[0.6662702998494997, 0.1716946615056315, 0.9647722562231532, 0.35133088008347724, 0.11672460734955481, 0.8038001172071525, 0.5618073051121448, 0.8793526060090594, 0.35084181883169996, 0.01564685494873741, 0.8961554402389476, 0.7262711854707115, 0.3583940886450899]",eye
44,20,"[0.567091746281659, 0.4837572597340418, 0.8546645847780856, 0.9437543770019596, 0.7571157176037501, 0.8242961175701783, 0.6116340313013419, 0.4536946086138408, 0.801211579593892, 0.1602156730738491, 0.5509703491634412, 0.4089845128012982, 0.6774142788495277]",eye
44,21,"[0.06325709363476517, 0.8428580510513399, 0.4658881062546629, 0.35735313826031123, 0.5265297587337758, 0.9340156578612998, 0.7869185135865969, 0.6948855355836714, 0.9945929052744024, 0.3653758306774615, 0.06746817431629071, 0.5895663993026361, 0.972261129983126]",
44,22,"[0.25545413536517536, 0.02553922061545244, 0.4408066994355915, 0.26874618443025355, 0.9630306524636543, 0.8057305925075627, 0.16808828191588354, 0.6680359642739945, 0.10456748829013629, 0.798555970528997, 0.24012641745830443, 0.19351732424565504, 0.6645910865709563]",
44,23,"[0.6587096658962088, 0.35195276611714765, 0.9575399481528563, 0.6374151416284023, 0.6566864222836921, 0.5712048317798363, 0.6793355004211682, 0.07685698493448179, 0.1866542202799093, 0.24303010320125262, 0.0436199708904359, 0.17764225490363683, 0.6138456401826218]",eye
44,24,"[0.07526877994134851, 0.9779162350727963, 0.4237517258757597, 0.09195581870722114, 0.5767127977175399, 0.27589384854634325, 0.9447577014222032, 0.1312522340507245, 0.17901877143307499, 0.4386133706589611, 0.26842598026340325, 0.6552056602771181, 0.11914109270809503]",mouth
44,25,"[0.7716448418398762, 0.48046131256911806, 0.09408074333298078, 0.6009472641928411, 0.9382396031404769, 0.2738479822374167, 0.06425370249838358, 0.163677850539511, 0.12559647693959897, 0.4001076940646432, 0.9474865110776391, 0.9730511092456605, 0.09555127213542103]",mouth
44,26,"[0.034456439078204726, 0.7838784803966352, 0.46756838655552646, 0.9634934061005186, 0.22411762660114598, 0.7849140067136384, 0.37750817208304044, 0.9584237443643542, 0.4644248640334385, 0.9833260071030663, 0.37686089572755654, 0.0939037828693321, 0.027950221901459016]",eye
44,27,"[0.7713131454544172, 0.6622703143103934, 0.10961968885088114, 0.8101298148864701, 0.3253674633665745, 0.09140045589077139, 0.9990670106774499, 0.4091902032422281, 0.4625482474600151, 0.6548114745602924, 0.5552658914457409, 0.6623062047696688, 0.4865134896969884]",mouth
44,28,"[0.49088262747821576, 0.43332489662198836, 0.5051285171398189, 0.9115770037850619, 0.02085302267825706, 0.3751888374758017, 0.9584496527147164, 0.20077871680238424, 0.6364848493849332, 0.3385915702508647, 0.1838714960343818, 0.35355676124881164, 0.6538788599901074]",
44,29,"[0.9388413884749065, 0.3864182988500984, 0.2158657842250219, 0.7062186737281564, 0.7528660383872446, 0.4149658709962968, 0.22231389690499148, 0.8821045553677911, 0.7815266353845627, 0.36980143541726906, 0.01581408850541577, 0.33117911682487977, 0.29053802234959936]",
44,30,"[0.7887489934609501, 0.47540695818958056, 0.83811211328595, 0.35018644038770763, 0.982657066602168, 0.3306845994040972, 0.3030222510622367, 0.7281017353381348, 0.1603492868356564, 0.3954906835203841, 0.8670420454524096, 0.3017447019078462, 0.3539179857998951]",
44,31,"[0.860461343274199, 0.31036520746913965, 0.11939677263795145, 0.2673081602816223, 0.823267299907038, 0.4719868716415464, 0.09547399190762862, 0.5719457308292005, 0.30454047855504907, 0.4806736465041739, 0.4821395907692121, 0.6408774934522217, 0.5440423769220012]",eye
44,32,"[0.3402348645916795, 0.8417255462451739, 0.7925207348677223, 0.6700481492318159, 0.4498798564656068, 0.8445835473404529, 0.7771254351032676, 0.29326082647701757, 0.1051343059050509, 0.10205400871420145, 0.5645025222417026, 0.1102478672167605, 0.5676989709353228]",
44,33,"[0.7980761943702238, 0.705833090737121, 0.29753818891040074, 0.20383981666692708, 0.6451860315073792, 0.07155751725117954, 0.18104883702645413, 0.5241756495910225, 0.9686478643456574, 0.38635698208172364, 0.9950904904222465, 0.49766180630841583, 0.12244765102822319]",mouth
44,34,"[0.3555389075601444, 0.007013539510497879, 0.3253864550981833, 0.7110807525703265, 0.651974554553551, 0.1998857304049414, 0.5983867947465924, 0.4401737219205548, 0.16068374794659734, 0.5404472840405965, 0.8129190130611766, 0.8010238499863722, 0.9696151397211262]",
44,35,"[0.6714979397930967, 0.6110642594479815, 0.5076806213679422, 0.6809288226023081, 0.651275080088541, 0.20754961313838716, 0.5378810756954201, 0.5767770234319358, 0.5812997050194096, 0.14553410020811153, 0.7008929045681304, 0.8511449358496868, 0.7336207537020284]",
44,36,"[0.16674097339770544, 0.6026972463410999, 0.6226685953221197, 0.16820652389452817, 0.48205401743231213, 0.15769476913280045, 0.6011182095641253, 0.6706032743858857, 0.8693311866471666, 0.0304493506050042, 0.8987890083653669, 0.6197113235784943, 0.7654421975882506]",eye
44,37,"[0.8223904796410938, 0.03128013691952547, 0.7570562525142589, 0.5886605697948718, 0.9386354633224959, 0.7351180299786708, 0.944434391628832, 0.7514035750603508, 0.6315172506213788, 0.7683255563096745, 0.6226989119582124, 0.7784656379075646, 0.49214121061933314]",eye
44,38,"[0.0007090299288937674, 0.7305642760376009, 0.5868942819080403, 0.2761524889967085, 0.7124617452744849, 0.20895531794262123, 0.13947730265304892, 0.8714001889778258, 0.8816592546097947, 0.46350397754717576, 0.3128952599050764, 0.4182492643002662, 0.2951291970697897]",
44,39,"[0.19563792262106716, 0.5496222269858677, 0.5610202331559995, 0.17270446798636152, 0.4959210857211217, 0.1140369855008535, 0.5611185790556462, 0.841336699061535, 0.5657794509255579, 0.8800988309986724, 0.6065306561467975, 0.14840626461552953, 0.581988075785581]",
44,40,"[0.922760102397419, 0.501768503648701, 0.714649472923564, 0.43420284365329853, 0.12357850903089129, 0.6932297901739346, 0.38964876972836204, 0.08674172848342121, 0.975178864144769, 0.19964634150501925, 0.5329533092404307, 0.09680050653361583, 0.02205774846807873]",mouth
44,41,"[0.13912635412526808, 0.19861769435057453, 0.36072124606215894, 0.5946430613484899, 0.34187944524016733, 0.13521256422202432, 0.4035037962904916, 0.820989536304286, 0.4685234175410914, 0.7543869130356955, 0.5510472830563752, 0.014187458329616542, 0.128925767995259]",
44,42,"[0.5677161570019115, 0.007562373541988077, 0.305852285246645, 0.031057048675931953, 0.4140552881091133, 0.7411198130095827, 0.6099696499592279, 0.7590646374632238, 0.16773672662532835, 0.9452312895385788, 0.6586984361460053, 0.2200799104197163, 0.7915185400913529]",
44,43,"[0.24630192500343262, 0.24866269824421594, 0.9085904657905992, 0.020139441238598565, 0.3698196051029985, 0.2596728185910465, 0.4687274724695748, 0.4946999192150734, 0.7963301413722409, 0.11580445334464318, 0.5774532137541123, 0.8161262895630321, 0.4733008821579996]",eye
44,44,"[0.1697810280475377, 0.06623218984786072, 0.15185410201559324, 0.9701360703148966, 0.48789702797381274, 0.037508582452349004, 0.8914148990361777, 0.05094809346399354, 0.23135155173955424, 0.5398988558256126, 0.0286918810343767, 0.17928776171738936, 0.4794773451147746]",
44,45,"[0.35304887975895494, 0.7252184771499, 0.38186232941445364, 0.4870892401474918, 0.00013179776929195253, 0.8233507083871824, 0.64984720743895, 0.10562918272560007, 0.48832255014412074, 0.3860384132280015, 0.9284770534673816, 0.9995154046934315, 0.7784342677928927]",
44,46,"[0.05698654110384749, 0.8797327296410352, 0.09876799959255689, 0.8295681281728378, 0.22056831960655832, 0.8101539589106753, 0.3773133172908585, 0.06640234392952038, 0.243479729900704, 0.28155055171606824, 0.3936594966860497, 0.3192772387911722, 0.028885935621538517]",mouth
44,47,"[0.9520537946084752, 0.11258163814704625, 0.47189433793604796, 0.3164611792120964, 0.1641126315117416, 0.9373171533142056, 0.5792743218733584, 0.15378355103079333, 0.3348521814288764, 0.8051072911391228, 0.3593590237564629, 0.3303179975858014, 0.4850642406730601]",eye
44,48,"[0.6345075799454695, 0.9126471241582337, 0.6383458156238807, 0.4690365265720545, 0.3308722828411268, 0.747918805282206, 0.9872075231440873, 0.34631464582723415, 0.9961632455505254, 0.11829914329856495, 0.4947049226333887, 0.047903284131085244, 0.17500690067449443]",
44,49,"[0.8917326087491235, 0.5804115733825961, 0.3453825361878148, 0.3174455280521159, 0.5322623634086378, 0.20903037337367492, 0.5994557757895537, 0.26957961663892194, 0.3943948441783607, 0.28315319949675577, 0.6912225037839625, 0.6052793763283121, 0.4583886667037126]",mouth
44,50,"[0.26186398236820163, 0.08573065778637168, 0.7157828622852541, 0.007215669402518832, 0.5788948689128705, 0.901708576342425, 0.5086188489335346, 0.6059019144021153, 0.019156860219004868, 0.22202383721630914, 0.39547458257952395, 0.8703627931069888, 0.7265722051356311]",mouth
44,51,"[0.8274248167176559, 0.843452717872892, 0.5071339742271347, 0.632546242581879, 0.6889622329972757, 0.06187050681443318, 0.9202176068613384, 0.3504948850768589, 0.333993283437824, 0.041371530668199874, 0.6573790945929877, 0.06429144537556442, 0.6322837300326456]",eye
